Titulo,Subtitulo,Noticia,Categoria,Data,Autor,URL
Longevidade vai depender cada vez mais da tecnologia,"Livro lista forças que aceleram mudanças e seu autor acredita que Apple, Google e Amazon conseguirão baixar os custos da saúde","dezembro escrever coluna livrar prever centenário tornar corriqueiro ano o janeiro obrar pretender chacoalhar “ the futurar is faster than you think ” “ o futurar rápido pensar ” tratar mudança acontecer década ano autor peter diamandis cofundador singularity university instituição valer silício mantido parceria o nasa e best-sellers “ abundância o futurar melhor pensar ” e “ bold oportunidade exponencial ” inovação ritmar o aceleração alimentar aceleração e o mundo o diamandis lista forçar alimentar mudança o abundância tecnologia multiplicar e aperfeiçoar ritmar vertiginoso consequência enfatizar economizar precioso oportunidade criar e inovar palestrar disponível vídeo e antecipar linha gerar livrar citar o seguinte o luzir velar equivaler o horar trabalhar homem hoje trabalhar produzir horar luzir o forçar o quantidade capital disponível financiar ideia crowdfunding levantar bilião dólar o equivalente o quase bilião real – e o previsão quantiar chegar o bi forçar o barateamento tecnologia o abundância comunicação atrelar o o custar minutar converso eua e o índio custar dólar hoje sair 0,01 dólar e diamandis prever o planeta conectar acesso informação o origem forçar o “ increasing genius ” gênios produzir o mundo interligar desperdiçar talento remoto deixar o tocar o forçar o aumentar expectativa vidar “ cuidar o saudar representar o negócio mundo e o quebrar achar apple google e amazon trabalhar melhor ” provocar entrevisto revisto “ fast company ” referir o assistente doméstico criar empresar o desempenhar papel relevante manutenção bem-estar pessoa reinar unir o amazon parceria o serviço nacional saudar o dispositivo eletrônico responder o perguntar simples “ o casar resfriar ” “ sintoma herpes ” o comedir",ciência, 07/01/2020 06h01 , Rio de Janeiro ,https://g1.globo.com/bemestar/blog/longevidade-modo-de-usar/post/2020/01/07/longevidade-vai-depender-cada-vez-mais-da-tecnologia.ghtml
AstraZeneca testa medicamento que pode dar imunidade instantânea ao coronavírus  ,,cientista reinar unir e unir fase teste medicamentar imunidade instantâneo o o coronavírus evitar pessoa contato recente alguém infectar desenvolver o doença o drogar criar farmacêutico astrazeneca e chamar azd7442 combinação anticorpo monoclonais feito laboratório o anticorpo pessoa recuperar covid-19,saúde,26/12/2020 17h31Atualizada em 28/12/2020 09h03 ,Fabiana Cambricoli,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2020/12/26/astrazeneca-testa-medicamento-que-pode-dar-imunidade-instantanea-ao-coronavirus.htm
Covid-19: STF forma maioria para manter obrigatoriedade de uso de máscara  ,,voto o stf supremo tribunal federal manter hoje o obrigatoriedade máscara acesso público e privar medir adotada conter o disseminação contágio coronavírus o vetar presidente jair bolsonaro o trecho lei obrigar o proteção combater o pandemia covid-19 haver derrubar agostar relator o ministrar gilmar mendes o obrigatório máscara ocorrer ônibus aeronave e embarcação coletivo e veículo transportar remunerar privar individual passageiro aplicativo táxi precisar templo religioso escola indústria e estabelecimento comerciar o temer voltar o discutir plenário virtual ministro voto online comparecer voto computar o meia-noite hoje,saúde,12/02/2021 17h05Atualizada em 12/02/2021 17h54 ,12/02/2021 17h05Atualizada em 12/02/2021 17h54 ,https://noticias.uol.com.br/politica/ultimas-noticias/2021/02/12/stf-forma-maioria-para-manter-obrigatoriedade-de-uso-de-mascara.htm
Saúde anuncia orientações para evitar a disseminação do coronavírus ,,"Medidas do dia a dia, como lavar as mãos e evitar aglomerações, reduzem o contágio da doença. Sem a adoção das recomendações, número de casos do coronavírus podem dobrar a cada três dias As capitais Rio de Janeiro e São Paulo já registram caso de transmissão comunitária, quando não é identificada a origem da contaminação. Com isso, o país entra em uma nova fase da estratégia brasileira, a de criar condições para diminuir os danos que o vírus pode causar à população. Em videoconferência com profissionais das Secretarias Estaduais de Saúde de todo o país, o Ministério da Saúde anunciou, nesta sexta-feira (13), recomendações para evitar a disseminação da doença. As orientações deverão ser adaptadas pelos gestores estaduais e municipais, de acordo com a realidade local. “Não há uma regra única para todo o país. Cada região deve avaliar com as autoridades locais o que se deve fazer caso a caso. Neste momento, nós não temos o Brasil inteiro na mesma situação, por isso é importante analisar o cenário de casos e possíveis riscos”, destacou o secretário de Vigilância em Saúde do Ministério da Saúde, Wanderson de Oliveira.",saúde,13/03/2020 23h10,"Por Natália Monteiro, Vanessa Aquino, Sílvia Pacheco e Luísa Scheneiders da Agência SaúdeAtendimento à Imprensa(61) 3315-2745 / 3580 / 2351",https://www.gov.br/saude/pt-br/assuntos/noticias/saude-anuncia-orientacoes-para-evitar-a-disseminacao-do-coronavirus
"'Trump é presidente errado para EUA', diz Michelle Obama, em ataque inédito  ",,o ex-primeira-dama michelle obama mandar balir inédito campanha eleitoral americano donald trump o presidente errar o país o o discursar defeso eleição democrata joe biden abertura convenção nacional democrata noite d eua ex-presidentes o hábito criticar sucessor tampouco ex-primeiras-damas michelle obama alto popularidade americano duro discursar trump lembrar dividir o país perder votar popular e altura cargo trump o presidente errar eua michelle afirmar o provar o trabalhar missão capacidade republicano algum esperançar acabar caos votar biden vidar depender d trump altura simplesmente conseguir o precisar o o ex-primeira-dama o acontecer n país corretar o o gente michelle alertar americano o riscar reeleger trump pensar piorar confiar mim e piorar mudança n eleição,saúde,18/08/2020 00h29 ,18/08/2020 00h29 ,https://noticias.uol.com.br/colunas/kennedy-alencar/2020/08/18/trump-e-presidente-errado-para-eua-diz-michelle-obama-em-critica-inedita.htm
Diretor do Sírio Libanês defende uso obrigatório de máscara: 'Protege vida'  ,,diretor-geral hospital sírio-libanês o médico cirurgião paulo chapchap defender o prevenção o melhor o coronavírus comandar o equipar iniciativo batizada saudar objetivo alocar r$ bilião o itaú unibanco doar apoiar o sus combater doença avaliação chapchap pilar importante atuação o informação pessoa conscientizarem gravidade pandemia e responsabilidade proteger e o haver saudar mundo contar sobrecarga afirmar entrevisto o o jornal o globo o médico o máscara dever político nacional obrigatório proteger vidar cinto segurança pandemia acabar,saúde,27/04/2020 08h02 ,27/04/2020 08h02 ,https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2020/04/27/diretor-do-sirio-libanes-coronavirus.htm
'Minions 2' ganha nova data em 2021 após adiamento por coronavírus  ,,minions o origem gru datar chegar o cinema o universal e o illumination anunciar haver semana o adiamento filmar decorrência precaução o pandemia coronavírus decidir lançar o sequência julho datar claro referir inicialmente o o lançamento eua — brasil o longo seguir estrear confirmar o informação deadline datar minions tomar o sequência sucesso animação sing continuação longo o universal empurrar produção julho dezembro feriar natal o adaptação cinematográfico musical wicked marcar estrear natalina ficar datar definir,saúde,01/04/2020 14h20 ,01/04/2020 14h20 ,https://entretenimento.uol.com.br/noticias/redacao/2020/04/01/minions-2-ganha-nova-data-em-2021-apos-adiamento-por-coronavirus.htm
Bill Gates prevê piora da pandemia e perigo das teorias da conspiração  ,,o filantropo bilionário bill gatar prognóstico sombrio durante evento online ted o plataforma alertar o riscar pandemia causar vírus altamente infeccioso gatar e mulher melinda gatar dedicar fundação levar nome haver década focar global saudar e combater coronavírus ajudar o criar o coalizão inovação prevenção epidemiar cepi sigla inglês hoje acompanhar o desenvolvimento vacinar covid-19 mundo garantir o fabricação país render evento gatar ano falar razão unir voltar o alto taxar mortalidade improbabilidade vacinar e terapia deixar esperançoso o bilionário cofundador microsoft comentar mistério assombrar especialista e bizarro teoria conspiração circular nome aumentar morte,saúde,07/07/2020 10h00 ,Fernanda Ezabella,https://tab.uol.com.br/noticias/redacao/2020/07/07/bill-gates-preve-piora-da-pandemia-e-perigo-das-teorias-da-conspiracao.htm
Djokovic se une a projeto com Nadal para ajudar no combate ao coronavírus  ,,o tenista novak djokovic deixar o rivalidade rafael nadal prol causar nobre o combater o o coronavírus o sérvio contribuição financeiro o o instituto cruz vermelho responder projeto promover espanhol e jogador basquete pau gasol arrecadar fundo conter o pandemia espanha enorme o djokovic contribuição o campanha ajudar necessitar lutar o coronavírus publicar nadal twitter,saúde,04/04/2020 13h35 ,04/04/2020 13h35 ,https://www.uol.com.br/esporte/tenis/ultimas-noticias/2020/04/04/djokovic-se-une-a-projeto-com-nadal-para-ajudar-no-combate-ao-coronavirus.htm
Coronavírus: o país que já está na terceira onda de covid-19  ,,país enfrentar o temido onda caso coronavírus e haver passar o irã contar morte onda e n país orientar médio afetados pandemia onda o mortal d,saúde,19/10/2020 14h25 ,19/10/2020 14h25 ,https://noticias.uol.com.br/saude/ultimas-noticias/bbc/2020/10/19/o-pais-que-ja-esta-na-terceira-onda-de-covid-19.htm
"'PEC da Impunidade' teria beneficiado deputados, se já estivesse em vigor. Conheça os casos",,o proposto emendar constituição pec colocar pautar câmara deputar n quarta-feira apresentar mudança significativo regrar o imunidade parlamentar elaborar indicar presidente casar arthur lira pp-al o texto trazer restrição prisão deputar e senador e abrandamento lei fichar limpo o pec imunidade chamar bastidor pec impunidade estipular haver inelegibilidade o observância duplo grau jurisdição decisão condenatório o lei fichar limpo falir condenação órgão colegiado o amplo e barrar prefeito condenação casar prefeito julgar instância colegiado tribunal justiçar significar tornar inelegível condenação superior tribunal justiçar stj regrar proposto congresso vigor o destinar parlamentar diferente caso seriar afetados o prisão flagrante deputar daniel silveiro psl-rj e o operação buscar e apreensão paulinho forçar sd-sp alvo deputar jair bolsonaro escapar decisão o condenar maria rosário pt-rs “ merecer estuprar feio ” afastamento temporário flordelis psd-rj acusar mandante morte maridar o pastor anderson carmo entender o impactar mudança articular câmara deputar,brasil, Publicado em  25/02/21 09:29 ,Extra,https://extra.globo.com/noticias/brasil/pec-da-impunidade-teria-beneficiado-deputados-se-ja-estivesse-em-vigor-conheca-os-casos-24898322.html
Coronavírus: Juízes de Alagoas autorizam casamentos por videoconferência  ,,casamento civil alagoa ocorrer videoconferência evitar aglomeração celebração durante o pandemia coronavírus causar o doença covid-19 aplicativo google hangouts meet e chamar vídeo whatsapp celebração acordar regrar determinar justiçar realizar casamento coletivos n período pandemia 2.141 morte covid-19 e 33.682 pessoa infectar coronavírus brasil acordar o ministério saudar divulgar hoje alagoa pessoa morrer covid-19 e haver infectar o vírus o autorização e o disciplinar realização casamento civil videoconferência provimento 15/2020 assinar corregedor-geral justiçar fernando tourinho omena souza o provimento publicar diário justiçar divulgar justiçar hoje casamento online ocorrer durante o período o judiciário trabalhar remotamente contar pandemia covid-19,saúde,17/04/2020 19h17 ,Aliny Gama,https://noticias.uol.com.br/cotidiano/ultimas-noticias/2020/04/17/coronavirus-juizes-de-alagoas-autorizam-casamentos-por-videoconferencia.htm
"Médica brasileira na OMS prevê pelo menos mais um ano de pandemia e critica ""ingerência"" no Brasil  ",,o infectologista e professorar universidade federal goiá cristiana toscano o único brasileiro e sul-americana estratégico internacional expert vacinar sage organização mundial saudar oms n entrevisto rfi falir desafio o vacinação global e criticar o gestão crise sanitário brasil o gente governar federal ações absolutamente débil e insuficiente o início pandemia papel oms juntar especialista orientar o vacinação mundo o ciência cumprir o papel vacinar disponível e desenvolvimento o humanidade falhar principalmente político país e o articulação global n sentir fato garantir o acesso igualitário e pessoa mundo conseguir vacinar o desigualdade acesso s vacinar o covid-19 enorme frisar o médico diferençar país conseguir acesso o dose e vacinar rapidamente o população e outro extremar país sequer receber dosar o gente trabalhar intenso e importante vacinar o população mundo pandemia superar facilmente,saúde,26/02/2021 16h50 ,26/02/2021 16h50 ,https://noticias.uol.com.br/ultimas-noticias/rfi/2021/02/26/medica-brasileira-na-oms-preve-pelo-menos-mais-um-ano-de-pandemia-e-critica-ingerencia-no-brasil.htm
